age,job,marital,education,default_credit,housing,loan,contact_target,month,day_of_week,dt_year,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,target_decision
46,admin,married,high-school,no,yes,no,cellular,jul,tue,2022,98,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
45,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,345,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,admin,single,university-degree,no,yes,no,cellular,jul,tue,2022,69,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,admin,married,high-school,no,no,no,telephone,jul,tue,2022,647,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,admin,single,university-degree,no,no,no,cellular,jul,tue,2022,105,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,admin,single,university-degree,no,yes,no,cellular,jul,tue,2022,33,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
54,management,married,university-degree,no,yes,no,cellular,jul,tue,2022,100,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,admin,married,professional-course,no,no,no,cellular,jul,tue,2022,214,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,blue-collar,divorced,basic-4y,no,yes,no,cellular,jul,tue,2022,155,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,blue-collar,divorced,basic-4y,no,no,no,cellular,jul,tue,2022,64,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,blue-collar,divorced,basic-4y,no,no,no,cellular,jul,tue,2022,305,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,blue-collar,divorced,basic-4y,no,no,yes,cellular,jul,tue,2022,446,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
51,technician,married,professional-course,no,yes,no,cellular,jul,tue,2022,248,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,services,divorced,high-school,no,no,no,cellular,jul,tue,2022,57,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,services,divorced,university-degree,no,no,no,cellular,jul,tue,2022,221,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
33,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,2516,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,yes
47,admin,married,high-school,no,yes,no,cellular,jul,tue,2022,247,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,self-employed,married,university-degree,no,yes,no,cellular,jul,tue,2022,146,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,admin,divorced,university-degree,no,no,no,cellular,jul,tue,2022,213,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
52,housemaid,married,university-degree,no,no,yes,cellular,jul,tue,2022,137,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,admin,married,university-degree,no,yes,yes,telephone,jul,tue,2022,104,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
49,admin,single,university-degree,no,no,no,cellular,jul,tue,2022,57,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,services,married,basic-6y,no,no,no,cellular,jul,tue,2022,100,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,technician,married,professional-course,no,yes,no,cellular,jul,tue,2022,208,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,admin,married,professional-course,no,no,no,cellular,jul,tue,2022,735,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,technician,married,basic-9y,no,no,no,cellular,jul,tue,2022,94,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
44,technician,divorced,professional-course,no,yes,no,cellular,jul,tue,2022,121,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,admin,single,university-degree,no,yes,yes,cellular,jul,tue,2022,65,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
55,retired,married,high-school,no,yes,yes,cellular,jul,tue,2022,394,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
54,technician,divorced,professional-course,no,yes,yes,cellular,jul,tue,2022,797,14,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,admin,single,university-degree,no,no,no,cellular,jul,tue,2022,212,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
33,admin,married,university-degree,no,no,yes,cellular,jul,tue,2022,255,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
55,blue-collar,divorced,basic-4y,no,no,yes,cellular,jul,tue,2022,196,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,admin,married,university-degree,no,yes,no,telephone,jul,tue,2022,145,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,housemaid,married,basic-4y,no,no,no,telephone,jul,tue,2022,81,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
60,retired,divorced,professional-course,no,no,no,cellular,jul,tue,2022,47,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,blue-collar,divorced,high-school,no,yes,no,cellular,jul,tue,2022,538,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,services,married,high-school,no,yes,no,cellular,jul,tue,2022,520,7,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
34,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,283,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
24,student,single,high-school,no,yes,no,cellular,jul,tue,2022,153,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
51,blue-collar,divorced,basic-9y,no,yes,no,cellular,jul,tue,2022,82,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
57,admin,married,professional-course,no,yes,no,cellular,jul,tue,2022,60,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
24,student,single,high-school,no,no,no,cellular,jul,tue,2022,569,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
44,entrepreneur,married,high-school,no,yes,no,cellular,jul,tue,2022,300,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
40,entrepreneur,married,high-school,no,no,no,cellular,jul,tue,2022,422,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,admin,married,high-school,no,no,no,cellular,jul,tue,2022,100,11,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
54,admin,divorced,high-school,no,no,yes,cellular,jul,tue,2022,129,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
49,admin,single,university-degree,no,no,no,cellular,jul,tue,2022,57,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,technician,divorced,university-degree,no,no,no,cellular,jul,tue,2022,199,8,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
40,admin,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,56,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
36,technician,married,professional-course,no,no,no,cellular,jul,tue,2022,281,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,blue-collar,married,basic-4y,no,yes,no,cellular,jul,tue,2022,207,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,admin,married,professional-course,no,yes,yes,cellular,jul,tue,2022,1186,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
60,retired,divorced,professional-course,no,no,no,cellular,jul,tue,2022,454,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,yes
48,blue-collar,married,basic-6y,no,no,yes,cellular,jul,tue,2022,337,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
48,blue-collar,married,basic-6y,no,yes,no,cellular,jul,tue,2022,63,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,blue-collar,married,high-school,no,yes,no,cellular,jul,tue,2022,20,18,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,admin,divorced,high-school,no,no,no,cellular,jul,tue,2022,52,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,technician,single,professional-course,no,no,no,cellular,jul,tue,2022,328,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,admin,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,86,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
49,entrepreneur,married,university-degree,no,no,no,cellular,jul,tue,2022,114,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
39,admin,divorced,high-school,no,no,no,cellular,jul,tue,2022,121,17,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,self-employed,married,university-degree,no,yes,yes,cellular,jul,tue,2022,45,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,unemployed,divorced,basic-9y,no,yes,no,cellular,jul,tue,2022,187,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
39,admin,divorced,high-school,no,yes,yes,cellular,jul,tue,2022,180,9,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,admin,single,university-degree,no,no,no,cellular,jul,tue,2022,108,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
58,admin,married,high-school,no,yes,no,cellular,jul,tue,2022,104,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
36,housemaid,married,basic-4y,no,yes,no,cellular,jul,tue,2022,665,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,services,single,high-school,no,no,yes,cellular,jul,tue,2022,125,12,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,services,divorced,high-school,no,no,yes,cellular,jul,tue,2022,246,17,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,admin,divorced,university-degree,no,no,no,cellular,jul,tue,2022,33,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
32,technician,single,professional-course,no,yes,no,cellular,jul,tue,2022,95,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
55,retired,married,professional-course,no,yes,no,cellular,jul,tue,2022,277,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
31,blue-collar,married,high-school,no,yes,no,cellular,jul,tue,2022,127,7,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
52,admin,married,high-school,no,no,no,telephone,jul,tue,2022,790,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
40,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,635,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
58,housemaid,married,university-degree,no,yes,no,cellular,jul,tue,2022,597,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,telephone,jul,tue,2022,77,34,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
39,technician,married,university-degree,no,no,no,cellular,jul,tue,2022,62,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
31,blue-collar,single,professional-course,no,no,yes,cellular,jul,tue,2022,171,13,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
50,services,single,high-school,no,yes,no,cellular,jul,tue,2022,110,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,technician,divorced,professional-course,no,no,no,cellular,jul,tue,2022,77,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
59,housemaid,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,226,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
59,housemaid,divorced,university-degree,no,no,no,cellular,jul,tue,2022,367,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
56,retired,married,basic-6y,no,yes,no,cellular,jul,tue,2022,509,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
49,retired,married,high-school,no,yes,no,cellular,jul,tue,2022,228,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,admin,married,high-school,no,no,no,cellular,jul,tue,2022,935,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
27,services,divorced,high-school,no,yes,no,telephone,jul,tue,2022,129,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
25,admin,single,high-school,no,no,no,cellular,jul,tue,2022,313,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,housemaid,divorced,basic-9y,no,yes,no,cellular,jul,tue,2022,94,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
39,services,married,high-school,no,yes,yes,cellular,jul,tue,2022,197,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,admin,divorced,university-degree,no,no,no,cellular,jul,tue,2022,403,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
48,technician,married,professional-course,no,yes,no,telephone,jul,tue,2022,616,11,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,yes
42,admin,divorced,high-school,no,yes,yes,telephone,jul,tue,2022,207,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
31,admin,married,high-school,no,no,no,telephone,jul,tue,2022,99,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
45,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,114,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
36,technician,married,high-school,no,yes,no,cellular,jul,tue,2022,123,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
52,technician,married,basic-9y,no,no,no,cellular,jul,tue,2022,162,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,services,divorced,high-school,no,no,no,cellular,jul,tue,2022,69,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,205,11,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,316,2,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
40,entrepreneur,married,high-school,no,no,no,telephone,jul,tue,2022,259,12,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
33,technician,married,professional-course,no,yes,yes,cellular,jul,tue,2022,110,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,services,married,high-school,no,yes,no,cellular,jul,tue,2022,110,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
55,entrepreneur,divorced,university-degree,no,no,yes,telephone,jul,tue,2022,119,7,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,blue-collar,married,basic-9y,no,yes,no,cellular,jul,tue,2022,336,7,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
43,admin,married,high-school,no,no,no,cellular,jul,tue,2022,327,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
48,technician,married,professional-course,no,no,no,telephone,jul,tue,2022,316,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
44,blue-collar,single,basic-9y,no,yes,no,telephone,jul,tue,2022,1127,11,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,yes
43,retired,married,basic-9y,no,yes,no,cellular,jul,tue,2022,284,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
38,management,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,543,9,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,52,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,no,yes,cellular,jul,tue,2022,223,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
26,unemployed,married,high-school,no,no,no,cellular,jul,tue,2022,322,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
51,blue-collar,divorced,basic-9y,no,yes,no,cellular,jul,tue,2022,61,1,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
53,services,married,high-school,no,no,yes,cellular,jul,tue,2022,347,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,admin,divorced,university-degree,no,yes,no,telephone,jul,tue,2022,399,9,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,340,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
58,retired,divorced,professional-course,no,no,no,cellular,jul,tue,2022,60,24,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
25,admin,single,high-school,no,no,yes,cellular,jul,tue,2022,234,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
31,blue-collar,single,professional-course,no,no,no,cellular,jul,tue,2022,75,8,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
45,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,242,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,admin,single,university-degree,no,no,no,telephone,jul,tue,2022,128,11,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
46,admin,married,university-degree,no,no,no,telephone,jul,tue,2022,53,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,234,5,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,blue-collar,single,high-school,no,yes,no,cellular,jul,tue,2022,186,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,technician,married,professional-course,no,no,no,cellular,jul,tue,2022,333,19,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,no,no,cellular,jul,tue,2022,333,8,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
52,admin,married,university-degree,no,yes,no,cellular,jul,tue,2022,79,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
34,blue-collar,single,high-school,no,yes,no,cellular,jul,tue,2022,101,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
32,admin,married,high-school,no,no,no,cellular,jul,tue,2022,193,14,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
47,retired,married,university-degree,no,no,no,telephone,jul,tue,2022,863,10,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
35,management,single,university-degree,no,yes,no,cellular,jul,tue,2022,590,23,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
38,admin,married,university-degree,no,yes,no,cellular,jul,tue,2022,92,30,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
40,housemaid,married,basic-6y,no,yes,no,telephone,jul,tue,2022,225,3,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
37,admin,single,high-school,no,yes,no,telephone,jul,tue,2022,49,4,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
27,services,single,basic-9y,no,yes,yes,cellular,jul,tue,2022,88,6,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
31,blue-collar,single,professional-course,no,yes,no,cellular,jul,tue,2022,825,13,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
30,entrepreneur,single,university-degree,no,no,no,telephone,jul,tue,2022,254,21,,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
34,admin,single,university-degree,no,yes,no,cellular,jul,wed,2022,11,6,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
45,admin,married,university-degree,no,no,no,cellular,jul,wed,2022,520,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
48,entrepreneur,married,basic-9y,no,yes,no,cellular,jul,wed,2022,44,7,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
26,services,single,university-degree,no,yes,no,cellular,jul,wed,2022,142,8,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
55,services,married,basic-9y,no,yes,no,telephone,jul,wed,2022,78,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
28,management,married,university-degree,no,yes,yes,cellular,jul,wed,2022,329,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
40,admin,single,high-school,no,yes,no,cellular,jul,wed,2022,353,5,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
31,housemaid,single,high-school,no,yes,no,cellular,jul,wed,2022,125,3,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
44,blue-collar,married,basic-6y,no,yes,no,cellular,jul,wed,2022,334,5,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
46,admin,married,university-degree,no,yes,no,cellular,jul,wed,2022,28,11,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
26,services,single,high-school,no,yes,no,cellular,jul,wed,2022,142,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
42,admin,married,high-school,no,no,no,cellular,jul,wed,2022,189,6,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
29,blue-collar,married,high-school,no,yes,yes,cellular,jul,wed,2022,70,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
40,unemployed,divorced,university-degree,no,yes,no,cellular,jul,wed,2022,18,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
45,technician,married,professional-course,no,no,no,cellular,jul,wed,2022,158,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,admin,single,university-degree,no,yes,yes,cellular,jul,wed,2022,59,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
32,services,single,basic-9y,no,yes,no,cellular,jul,wed,2022,31,20,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,admin,single,university-degree,no,yes,no,cellular,jul,wed,2022,150,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
56,retired,married,basic-6y,no,yes,no,telephone,jul,wed,2022,90,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,admin,single,university-degree,no,yes,no,cellular,jul,wed,2022,258,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
37,admin,single,university-degree,no,yes,no,cellular,jul,wed,2022,305,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,admin,married,high-school,no,yes,no,telephone,jul,wed,2022,128,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
50,services,single,high-school,no,yes,no,cellular,jul,wed,2022,99,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
49,admin,divorced,basic-9y,no,no,no,cellular,jul,wed,2022,39,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
49,admin,divorced,basic-9y,no,yes,no,cellular,jul,wed,2022,70,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
32,admin,married,university-degree,no,no,yes,cellular,jul,wed,2022,112,8,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
56,retired,married,basic-6y,no,no,no,cellular,jul,wed,2022,120,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
50,services,divorced,basic-6y,no,no,yes,cellular,jul,wed,2022,684,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,yes
37,admin,single,university-degree,no,no,yes,cellular,jul,wed,2022,312,5,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
33,technician,married,university-degree,no,yes,yes,telephone,jul,wed,2022,89,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
38,technician,married,university-degree,no,yes,yes,cellular,jul,wed,2022,150,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
38,admin,single,university-degree,no,yes,no,cellular,jul,wed,2022,834,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
58,technician,married,basic-9y,no,yes,no,cellular,jul,wed,2022,528,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
58,technician,married,basic-9y,no,no,no,cellular,jul,wed,2022,516,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
46,admin,married,university-degree,no,yes,yes,cellular,jul,wed,2022,129,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
46,services,divorced,high-school,no,yes,no,cellular,jul,wed,2022,652,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
40,housemaid,married,basic-6y,no,yes,no,cellular,jul,wed,2022,102,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
23,services,married,high-school,no,no,no,cellular,jul,wed,2022,650,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,yes
29,admin,single,high-school,no,no,no,telephone,jul,wed,2022,38,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,services,divorced,high-school,no,no,no,cellular,jul,wed,2022,160,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
45,admin,single,professional-course,no,yes,no,cellular,jul,wed,2022,77,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
36,services,married,high-school,no,no,no,cellular,jul,wed,2022,65,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
24,blue-collar,single,basic-4y,no,yes,yes,cellular,jul,wed,2022,132,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
30,entrepreneur,single,university-degree,no,yes,yes,cellular,jul,wed,2022,192,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
45,blue-collar,married,basic-9y,no,yes,no,cellular,jul,wed,2022,73,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
27,services,single,basic-9y,no,no,no,telephone,jul,wed,2022,120,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
41,blue-collar,married,basic-6y,no,yes,yes,telephone,jul,wed,2022,47,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
36,admin,married,high-school,no,yes,no,cellular,jul,wed,2022,93,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
44,services,divorced,high-school,no,no,no,cellular,jul,wed,2022,32,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
52,management,married,university-degree,no,no,no,cellular,jul,wed,2022,119,2,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
28,self-employed,married,university-degree,no,yes,no,cellular,jul,wed,2022,229,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
43,admin,married,high-school,no,yes,no,cellular,jul,wed,2022,25,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
58,entrepreneur,married,university-degree,no,yes,no,telephone,jul,wed,2022,64,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
42,management,married,university-degree,no,yes,yes,telephone,jul,wed,2022,270,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
32,admin,married,professional-course,no,yes,no,cellular,jul,wed,2022,173,3,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
28,self-employed,married,university-degree,no,yes,no,cellular,jul,wed,2022,695,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
40,admin,divorced,university-degree,no,yes,no,cellular,jul,wed,2022,594,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
50,admin,married,university-degree,no,yes,no,cellular,jul,wed,2022,115,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
58,entrepreneur,married,university-degree,no,no,no,cellular,jul,wed,2022,101,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
30,admin,single,high-school,no,yes,no,cellular,jul,wed,2022,605,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
55,entrepreneur,divorced,university-degree,no,yes,no,cellular,jul,wed,2022,537,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
28,self-employed,single,university-degree,no,yes,no,telephone,jul,wed,2022,51,19,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
25,admin,single,high-school,no,no,no,cellular,jul,wed,2022,71,4,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
39,technician,married,university-degree,no,yes,no,cellular,jul,wed,2022,141,8,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
43,admin,married,high-school,no,yes,yes,cellular,jul,wed,2022,351,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
33,admin,married,university-degree,no,no,no,cellular,jul,wed,2022,50,1,,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
